Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Admission grade,Educational special needs,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target
9003,1,3,130,130,0,1,1,0,27,0,6,8,0,0,0,0,6,10,0,0,0,0
9119,1,1,126,122,0,1,1,0,20,0,5,7,5,10,0,0,5,9,3,12,0,2
9147,1,1,130,115,0,1,1,0,20,0,5,7,5,11,0,0,5,7,3,10,0,2
9119,1,1,140,120,0,0,1,0,31,0,4,4,0,0,0,0,5,5,0,0,0,0
9119,1,1,140,166,0,1,1,0,20,0,5,7,0,0,0,0,5,5,0,0,0,2
9773,1,1,145,132,0,0,1,0,21,0,6,10,2,12,0,0,6,0,0,0,0,0
9147,1,1,133,100,0,1,1,0,21,0,5,7,4,10,0,0,5,10,2,11,3,0
9147,1,1,127,121,0,1,1,0,19,0,5,8,5,11,0,0,5,10,4,13,3,1
9147,1,1,114,109,0,1,1,1,20,0,5,6,5,11,0,0,5,8,4,11,0,1
9003,1,1,140,138,0,1,1,0,18,0,6,7,6,16,0,0,6,6,6,15,0,1
9773,1,1,140,131,0,1,1,1,18,0,6,6,6,12,0,0,6,6,6,11,0,1
9500,1,1,120,125,0,1,1,0,30,0,7,12,4,14,0,0,7,9,6,13,0,2
9254,1,19,133,101,0,0,1,0,34,0,6,6,0,0,0,0,6,6,0,0,0,0
9670,1,1,115,109,0,0,1,0,21,0,6,11,4,12,0,0,6,9,4,13,0,2
9070,1,39,123,123,0,1,1,0,20,2,7,9,5,12,0,5,9,10,8,12,1,0
9500,1,1,157,143,0,1,1,0,18,0,8,8,7,13,0,0,8,8,7,13,0,1
171,1,1,127,126,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
9003,1,1,120,113,0,1,1,0,26,0,6,9,1,10,0,0,6,6,0,0,0,0
9119,1,1,130,119,0,1,1,0,20,0,5,5,0,0,0,0,5,5,0,0,5,0
9003,1,39,140,140,0,1,1,0,25,0,6,16,3,11,0,0,6,14,4,11,0,0
9670,1,1,109,108,0,1,1,0,19,0,5,10,0,0,0,0,5,5,0,0,0,2
9147,1,1,143,100,0,1,1,0,24,0,5,8,3,10,1,0,5,5,1,14,0,0
9130,1,1,125,132,0,1,1,0,20,0,5,7,4,11,0,0,5,5,5,13,0,1
9147,1,1,136,137,0,1,1,0,20,0,5,5,0,0,0,0,5,5,0,0,0,0
9070,1,1,157,138,0,1,0,0,18,0,6,6,6,12,0,0,6,8,6,14,0,1
9556,1,1,160,130,0,1,0,0,25,0,7,14,7,11,0,0,8,15,7,12,0,2
9254,1,1,116,109,0,1,0,0,22,0,6,7,5,14,0,0,6,6,6,15,0,1
8014,0,1,113,128,0,0,0,0,41,0,6,6,0,0,6,0,6,12,0,0,0,0
9147,1,1,130,117,0,1,0,1,19,0,5,11,2,11,0,0,5,10,0,0,0,0
9130,1,1,150,150,0,1,0,0,21,0,6,10,6,12,0,0,6,12,5,12,0,1
9085,1,1,110,160,0,1,0,0,30,0,6,7,6,16,0,0,6,7,6,16,0,0
9500,1,1,101,104,0,1,0,1,21,0,7,9,5,13,0,0,8,9,7,13,0,1
9556,1,1,110,112,0,1,0,1,26,0,7,7,0,0,0,0,8,8,0,0,6,2
9670,1,1,133,100,0,1,0,0,21,2,7,9,7,14,0,1,6,8,6,14,0,1
9500,1,1,138,132,0,1,0,0,18,0,8,8,7,14,0,0,8,8,7,14,0,1
9085,1,1,138,123,0,1,0,1,19,0,6,7,6,14,0,0,6,10,6,13,0,1
9085,1,1,141,128,0,1,0,1,18,0,6,7,6,13,0,0,6,10,6,13,0,1
9147,1,1,129,128,0,1,0,0,19,0,5,10,3,11,0,0,5,9,4,11,0,2
9085,1,1,127,100,0,1,0,0,21,0,6,11,4,11,0,0,6,12,3,13,0,2
9147,1,1,133,120,0,1,0,1,18,0,5,15,2,10,0,0,5,14,2,12,0,0
9500,1,1,100,160,0,1,0,1,24,0,8,15,6,12,0,0,8,15,6,12,0,1
9130,1,1,138,123,0,1,0,0,21,0,5,12,1,11,0,0,5,9,2,10,0,2
9085,1,39,150,150,0,1,0,0,23,1,6,14,5,14,0,1,6,7,6,13,0,1
9500,1,1,129,124,0,1,0,1,18,0,8,8,7,14,0,0,8,8,7,14,0,1
9085,1,1,130,120,0,0,0,0,26,0,6,8,6,15,0,0,6,7,5,14,0,2
9130,1,1,133,120,0,1,0,0,20,0,5,9,4,12,1,0,5,6,5,13,0,1
9238,1,1,133,131,0,1,0,0,18,0,6,7,6,13,0,0,6,7,6,13,0,1
9238,1,1,107,104,0,1,0,0,20,0,6,6,6,12,0,0,6,7,6,12,0,1
9500,1,1,131,122,0,1,0,0,20,0,8,8,7,14,0,0,8,8,7,14,0,2
9238,1,1,118,110,1,1,0,0,18,0,6,15,2,10,3,0,6,13,3,13,0,2
9773,1,1,136,121,0,1,0,1,22,0,6,7,5,13,0,0,6,7,5,13,0,1
9500,1,1,125,126,0,1,0,0,20,0,7,7,6,15,0,0,7,7,6,15,0,1
9500,1,1,137,128,0,1,0,1,19,0,7,7,7,13,0,0,8,8,8,15,0,1
9130,1,1,144,134,0,1,0,0,18,0,6,13,6,10,0,0,6,10,4,11,0,0
9147,1,1,146,143,0,1,0,0,18,0,5,11,5,11,0,0,5,8,5,12,0,1
9085,1,1,145,145,0,1,0,1,19,0,5,7,4,14,0,0,5,5,5,13,0,1
9070,1,1,126,132,0,1,0,1,19,0,6,6,6,14,0,0,6,8,6,12,0,1
8014,0,1,141,136,0,1,0,0,24,0,6,7,6,12,0,0,6,8,6,12,0,1
9238,1,1,141,138,0,1,0,0,21,0,6,7,6,13,0,0,6,6,6,14,0,1
9238,1,1,133,102,0,1,0,1,20,0,6,7,6,13,0,0,6,7,6,14,0,1
9254,1,1,133,123,0,0,0,1,28,0,6,6,6,10,0,0,6,7,5,11,0,0
9853,1,1,127,137,0,1,0,0,21,0,6,7,6,13,0,0,6,8,6,13,0,1
9500,1,1,106,102,0,1,1,0,20,0,7,7,7,12,0,0,8,10,6,11,0,2
9003,1,1,130,105,0,0,1,0,36,0,6,8,0,0,0,0,6,10,0,0,0,0
9991,0,1,110,130,0,0,1,0,42,0,4,4,0,0,0,0,5,0,0,0,0,0
9991,0,1,150,122,0,1,1,0,47,0,5,9,4,11,0,0,5,6,5,11,1,0
9119,1,1,160,112,0,0,1,0,25,0,5,8,0,0,0,0,5,5,0,0,0,0
9670,1,12,170,110,0,1,1,1,25,0,6,8,6,14,0,0,6,6,6,13,0,1
8014,0,19,133,149,0,1,1,0,48,0,6,6,0,0,0,0,5,6,0,0,0,0
9991,0,1,120,141,0,1,1,1,32,5,10,12,10,13,0,5,10,10,10,12,0,1
9991,0,40,130,130,0,1,1,0,38,10,10,10,10,13,0,5,10,10,5,13,0,0
9238,1,40,130,130,0,1,1,0,37,11,16,23,15,11,0,6,11,17,9,11,0,1
9147,1,1,120,104,0,0,1,0,26,0,5,8,1,10,0,0,5,9,1,10,0,0
9085,1,39,110,110,0,1,1,0,23,0,6,19,0,0,0,0,6,6,0,0,0,0
9003,1,39,120,120,0,1,1,0,23,0,6,6,0,0,0,0,6,8,0,0,0,2
9003,1,39,130,130,0,1,1,0,20,0,6,12,4,10,0,0,6,13,4,12,0,2
9500,1,4,150,127,0,1,1,0,26,2,7,8,6,13,0,2,8,10,7,13,0,0
8014,0,1,120,100,0,1,0,0,45,5,9,13,8,11,0,3,7,10,6,10,0,2
8014,0,19,100,111,0,1,0,1,26,0,6,10,3,12,0,0,6,14,3,11,0,2
8014,0,3,133,130,0,1,0,0,26,8,11,16,10,11,0,3,7,7,7,13,0,1
9991,0,1,130,130,0,1,0,0,25,0,5,8,3,11,0,0,5,8,3,11,0,2
9500,1,1,145,127,0,1,0,0,18,0,8,8,8,13,0,0,8,8,8,13,0,1
9500,1,3,130,130,0,1,0,0,27,0,8,8,7,14,0,0,8,8,7,14,0,1
8014,0,1,115,115,0,0,0,0,24,0,5,5,0,0,0,0,5,10,0,0,0,0
9147,1,1,124,126,0,1,0,0,20,0,5,8,5,12,0,0,5,7,5,12,0,1
9500,1,1,124,116,0,1,0,1,18,0,7,9,0,0,0,0,7,8,1,10,0,0
9556,1,1,134,128,0,1,0,1,18,0,7,9,7,14,0,0,8,8,8,13,0,1
9500,1,1,137,127,0,1,0,0,18,0,8,8,8,13,0,0,8,8,8,13,0,1
9500,1,1,124,117,0,1,1,0,19,0,8,10,5,12,3,0,8,10,5,12,3,2
9500,1,1,136,148,0,1,0,1,19,0,8,8,8,14,0,0,8,8,8,14,0,1
9500,1,1,126,120,0,1,0,1,19,0,7,9,5,14,0,0,7,9,7,11,0,2
9500,1,1,142,127,0,1,0,0,18,0,8,8,7,15,0,0,8,8,7,15,0,1
171,1,1,141,136,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,2
9670,1,1,129,122,0,1,0,0,19,0,5,5,4,13,0,0,6,9,5,12,0,2
9003,1,3,130,130,0,1,0,0,23,10,17,28,17,13,2,8,12,22,12,13,0,1
9238,1,1,136,121,0,1,0,1,21,0,6,9,5,12,0,0,6,7,5,11,0,1
9500,1,1,137,122,0,1,0,1,18,0,7,8,7,13,0,0,8,10,8,13,0,1
9853,1,1,125,129,0,0,0,0,20,0,6,12,3,10,0,0,6,14,1,11,0,0
9773,1,1,119,105,0,1,0,0,23,0,6,11,3,11,0,0,6,7,2,11,0,2
9238,1,1,132,129,0,1,0,0,20,0,6,7,5,13,0,0,6,6,6,12,0,2
9070,1,1,152,136,0,1,0,1,18,1,6,8,6,13,1,0,6,11,6,12,0,1
8014,0,1,125,114,0,1,0,0,29,8,11,14,11,12,0,3,7,7,7,13,0,1
9773,1,9,133,102,0,1,1,0,28,0,6,11,3,13,0,0,6,15,1,12,0,0
9670,1,1,120,111,0,1,1,0,19,0,5,7,3,11,0,0,5,7,4,11,0,2
9670,1,1,148,130,0,0,1,0,24,0,6,12,0,0,0,0,6,9,0,0,0,0
171,1,1,133,100,0,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0
9147,1,1,115,112,0,0,1,0,19,0,5,7,2,12,0,0,5,13,1,11,0,0
9085,1,1,120,112,0,1,1,0,19,0,6,7,6,14,0,0,6,8,6,14,0,1
8014,0,1,133,143,0,1,1,0,37,3,9,13,8,12,0,2,7,8,7,11,0,1
171,1,1,168,155,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1
9991,0,1,130,127,0,1,1,0,29,0,5,5,0,0,0,0,5,5,0,0,0,2
9500,1,38,133,146,0,1,1,0,37,0,7,8,7,12,0,0,8,8,8,12,0,1
9500,1,1,137,141,0,1,1,0,36,0,7,0,0,0,0,0,8,0,0,0,0,0
9670,1,1,123,120,0,1,1,0,19,0,6,6,6,13,0,0,6,8,5,14,0,1
9500,1,1,150,110,0,1,1,1,33,6,14,20,14,13,6,6,14,20,14,13,6,1
9119,1,1,120,108,0,0,1,0,34,2,7,13,5,12,0,2,7,7,3,11,0,0
9254,1,1,145,134,0,1,0,0,18,0,6,6,6,15,0,0,6,6,6,16,0,1
9130,1,39,120,120,0,1,0,0,20,0,6,6,0,0,0,0,6,6,0,0,0,0
9773,1,1,142,141,0,1,0,1,19,0,6,7,6,14,0,0,6,6,6,15,0,1
9085,1,1,147,135,0,1,0,0,20,0,6,7,6,16,0,0,6,6,6,15,0,1
9238,1,1,125,121,0,1,0,1,19,0,6,9,6,10,0,0,6,7,6,11,0,1
9500,1,1,126,125,0,1,0,0,19,0,7,8,6,11,0,0,8,11,6,12,0,1
9773,1,1,132,119,0,1,0,1,22,0,6,8,5,11,0,0,6,7,6,12,0,1
9670,1,1,122,126,0,1,0,0,18,0,6,8,6,14,0,0,6,9,6,14,0,2
9773,1,1,123,116,0,1,0,1,18,0,6,6,6,12,0,0,6,8,6,12,0,1
9500,1,1,126,120,0,1,0,0,19,0,7,12,4,13,0,0,7,8,6,12,0,2
9853,1,1,128,124,0,1,0,1,19,0,6,6,6,12,0,0,6,6,6,12,0,1
9500,1,1,100,114,0,0,0,0,31,0,7,8,5,12,0,0,7,8,5,12,0,0
9500,1,1,140,131,0,1,0,0,18,0,7,7,7,13,0,0,8,8,8,14,0,1
9238,1,1,145,129,0,1,0,1,19,0,6,11,3,11,0,0,6,9,4,11,0,1
171,1,1,143,129,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
9238,1,1,132,120,0,1,0,1,19,0,6,11,5,11,0,0,6,10,6,11,0,1
9500,1,1,130,135,0,1,0,0,19,0,7,7,6,14,0,0,7,7,6,14,0,1
9147,1,1,129,117,0,1,0,1,19,0,5,6,4,11,0,0,5,9,4,13,0,2
8014,0,3,124,130,0,1,0,0,30,8,10,11,9,12,0,3,7,7,7,12,1,1
9773,1,1,127,117,0,1,0,0,18,0,6,6,0,0,0,0,6,10,3,11,0,2
9500,1,1,144,130,0,1,0,0,18,0,8,11,7,12,0,0,8,11,7,12,0,1
9085,1,1,121,111,0,1,0,0,21,0,5,12,0,0,3,0,5,5,0,0,0,0
9238,1,1,150,145,0,1,0,1,19,3,6,6,6,15,0,2,6,7,6,13,0,1
9670,1,1,115,109,0,1,0,1,19,0,6,7,6,13,0,0,6,9,5,14,0,2
9500,1,1,125,120,0,1,0,0,19,0,7,11,5,11,0,0,7,8,5,13,0,2
9130,1,1,117,113,0,1,0,0,19,0,6,8,6,11,0,0,6,12,4,13,0,0
9670,1,1,121,135,0,1,0,1,19,0,6,6,6,13,0,0,6,10,5,13,0,1
9991,0,1,140,130,0,1,0,1,39,0,5,13,4,12,0,0,5,14,2,10,4,1
9070,1,1,129,136,0,1,0,0,18,0,6,6,6,12,0,0,6,6,6,12,0,2
171,1,1,130,126,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
9147,1,1,131,119,0,1,0,0,19,0,5,8,5,12,0,0,5,9,4,11,0,1
9147,1,1,137,124,0,1,0,0,18,0,5,5,5,12,0,0,5,5,4,11,0,2
9003,1,1,150,120,0,0,0,0,34,1,6,10,6,14,0,0,6,9,6,12,0,2
9670,1,1,117,111,0,1,0,0,22,0,5,8,3,12,0,0,5,9,2,11,1,2
9085,1,1,133,130,0,1,0,0,24,0,6,7,6,14,0,0,6,10,5,13,0,1
9147,1,1,130,138,0,1,0,0,34,12,15,17,12,11,0,11,13,13,11,13,0,1
9991,0,1,110,114,0,1,0,0,46,0,5,5,0,0,0,0,5,5,0,0,0,0
9147,1,1,140,108,0,1,0,0,50,0,5,12,3,13,1,0,5,8,5,12,0,2
9991,0,1,140,140,0,0,0,0,37,0,5,5,0,0,0,0,5,5,0,0,0,0
9085,1,1,148,134,0,1,0,0,18,0,6,6,6,17,0,0,6,6,6,15,0,1
9085,1,1,130,110,0,1,0,1,25,0,6,13,3,11,0,0,6,14,2,11,0,2
9003,1,1,140,104,0,1,0,0,46,14,19,24,19,12,0,11,13,13,13,11,0,1
9070,1,1,160,126,0,1,0,1,30,1,6,8,6,13,1,0,6,9,5,12,0,1
9991,0,1,130,118,0,0,0,0,37,0,5,0,0,0,0,0,5,0,0,0,0,0
9991,0,1,120,119,0,1,0,0,50,0,5,9,2,10,0,0,5,7,3,11,0,2
9003,1,39,160,160,0,1,0,0,20,0,6,7,6,13,0,0,6,9,6,12,0,1
9556,1,12,133,100,0,1,0,0,39,0,3,7,1,14,0,0,2,4,0,0,0,0
9773,1,19,133,110,0,0,0,0,53,0,5,5,0,0,0,0,4,5,0,0,0,0
9147,1,1,100,100,0,1,0,0,54,13,15,20,13,12,1,10,13,13,10,11,1,0
9085,1,39,140,140,0,1,0,0,19,0,6,8,4,14,0,0,6,6,5,13,0,1
9773,1,1,109,109,0,0,0,0,20,0,6,6,0,0,0,0,6,0,0,0,0,0
9773,1,1,130,120,0,1,0,0,18,0,6,6,6,14,0,0,6,6,6,14,0,1
9003,1,42,130,125,0,1,0,0,21,7,13,21,11,11,0,5,11,14,11,10,0,1
9070,1,1,164,161,0,1,0,0,18,1,6,8,6,13,1,0,6,8,6,14,0,1
9500,1,1,125,122,0,1,0,0,19,0,7,0,0,0,0,0,8,0,0,0,0,0
9500,1,1,137,127,0,1,0,1,18,0,7,10,5,13,0,0,7,8,7,12,0,0
9773,1,1,133,135,0,1,0,0,19,0,6,6,6,15,0,0,6,6,6,13,0,1
171,1,1,163,149,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
9670,1,1,160,137,0,1,0,0,19,0,6,7,5,13,0,0,6,6,5,12,0,1
8014,0,12,133,106,0,1,0,0,48,0,6,9,5,13,0,0,6,10,4,12,0,2
9238,1,1,120,110,0,1,0,0,34,0,6,13,4,11,0,0,6,8,4,13,0,1
9085,1,1,140,146,0,1,0,0,18,0,5,5,5,12,0,0,5,7,5,11,0,1
8014,0,1,140,121,0,1,0,0,50,0,6,8,6,12,0,0,6,6,6,11,0,1
9853,1,1,140,125,0,1,0,0,41,20,21,23,21,12,0,19,19,19,19,12,0,1
9773,1,1,115,119,0,1,0,1,22,0,6,11,5,12,0,0,6,11,5,11,0,0
9147,1,1,140,142,0,1,0,0,43,0,5,5,5,16,0,0,5,5,5,16,0,1
8014,0,19,133,123,0,1,0,0,50,0,1,1,0,0,1,0,6,0,0,0,0,0
9003,1,19,133,100,0,1,0,0,60,0,6,10,6,12,0,0,6,6,4,14,0,1
9147,1,1,110,140,0,1,0,0,41,0,5,14,4,14,1,0,5,12,5,13,0,2
9991,0,19,133,150,0,1,0,0,47,0,5,5,5,14,0,0,5,5,5,14,0,1
171,1,3,116,128,0,1,0,0,22,12,17,22,17,10,0,14,17,18,17,11,0,1
9500,1,1,110,114,0,1,0,0,41,0,7,0,0,0,0,0,8,0,0,0,0,0
9991,0,1,140,117,0,1,0,0,28,6,10,15,6,10,0,5,10,17,9,11,1,2
9254,1,2,120,120,0,1,0,0,32,9,15,21,13,12,0,12,15,22,13,12,0,1
9991,0,12,133,110,0,1,0,0,50,0,5,0,0,0,0,0,5,0,0,0,0,0
9147,1,1,160,118,0,1,0,0,53,14,15,15,15,11,0,12,13,13,12,11,1,2
9556,1,1,133,169,0,0,0,0,54,0,7,7,0,0,0,0,5,10,0,0,0,0
8014,0,1,120,106,0,1,0,0,49,0,6,9,5,12,0,0,6,12,4,11,0,2
9853,1,1,133,100,0,1,0,0,34,6,12,18,11,13,0,4,13,22,8,11,0,0
8014,0,1,133,144,0,1,0,0,45,0,6,13,4,12,0,0,6,8,3,11,0,0
8014,0,19,133,134,0,1,0,1,47,0,6,8,5,12,0,0,6,10,4,11,0,1
9238,1,1,122,114,0,1,0,0,22,5,10,15,8,11,0,2,7,16,5,11,0,2
9991,0,1,133,113,0,1,0,0,33,0,5,14,1,10,0,0,5,13,2,12,0,0
8014,0,1,140,128,0,1,0,1,43,0,6,7,6,12,0,0,6,8,6,11,0,1
9003,1,3,120,120,0,1,0,0,54,9,13,13,13,14,0,5,12,15,12,15,0,1
8014,0,2,130,147,0,1,0,0,39,7,11,13,11,14,0,6,8,8,8,13,0,1
9991,0,1,120,120,0,1,0,0,39,0,5,6,5,11,0,0,5,5,5,13,0,1
9853,1,1,153,153,0,1,0,1,18,0,6,8,6,13,0,0,6,6,6,12,0,1
9238,1,1,131,121,0,1,0,1,19,0,6,8,6,13,0,0,6,7,6,11,0,1
9670,1,1,126,119,0,1,0,1,18,0,6,6,6,14,0,0,6,9,5,13,0,1
8014,0,12,110,157,0,1,0,0,44,5,8,13,8,13,0,2,6,9,6,12,0,1
9991,0,1,150,154,0,1,0,0,27,0,5,5,0,0,0,0,5,6,0,0,0,0
9670,1,1,131,135,0,1,0,1,18,0,6,6,6,13,0,0,6,8,6,12,0,1
8014,0,1,130,130,0,1,0,0,45,10,12,12,9,12,3,4,7,8,6,12,0,0
9853,1,1,122,118,0,1,0,0,20,0,6,7,6,12,0,0,6,7,5,13,0,1
8014,0,1,151,152,0,1,0,0,40,0,6,7,6,11,0,0,6,7,6,10,0,1
9991,0,1,120,147,0,1,0,0,40,0,5,9,4,11,0,0,5,6,5,12,0,2
9500,1,1,136,100,0,1,0,0,18,0,7,8,7,13,0,0,8,8,8,14,0,1
9500,1,1,140,129,0,1,0,0,21,0,8,8,7,12,0,0,8,8,7,12,0,1
171,1,1,131,148,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1
9991,0,2,120,120,0,1,0,0,36,8,12,21,11,11,0,7,12,22,12,11,0,2
8014,0,3,170,170,0,1,0,0,27,0,5,5,0,0,0,0,6,0,0,0,0,0
9556,1,1,100,130,0,1,0,0,32,0,7,10,7,11,0,0,8,8,8,13,0,1
9238,1,1,116,119,0,1,0,1,18,0,6,6,6,14,0,0,6,6,6,13,0,1
8014,0,1,133,129,0,1,0,0,37,0,6,13,4,12,0,0,6,10,3,12,0,0
9773,1,1,136,132,0,1,0,0,19,0,6,7,6,12,0,0,6,7,6,12,0,1
8014,0,1,160,115,0,1,0,1,41,0,6,8,6,11,0,0,6,9,6,11,0,1
9500,1,1,140,128,0,1,0,1,18,0,7,7,6,14,0,0,7,7,6,14,0,1
9085,1,1,130,125,0,1,0,0,21,2,9,14,8,13,0,2,7,10,7,13,0,1
9003,1,1,140,140,0,0,0,0,23,0,6,13,5,11,0,0,6,11,4,12,0,0
9773,1,1,123,120,0,1,0,0,18,0,6,0,0,0,0,0,6,0,0,0,0,0
9500,1,1,143,135,0,1,0,0,18,0,8,8,8,13,0,0,8,8,8,13,0,1
9085,1,1,133,125,0,1,0,0,21,0,6,0,0,0,0,0,6,0,0,0,0,0
9238,1,1,136,135,0,1,0,0,19,0,6,8,6,14,0,0,6,8,6,14,0,1
9147,1,1,133,110,0,1,0,0,47,0,5,0,0,0,0,0,5,0,0,0,0,0
8014,0,1,133,119,0,1,0,1,48,0,6,7,6,10,0,0,6,9,5,11,0,2
8014,0,3,110,110,0,1,0,0,39,9,13,19,12,13,0,4,10,10,10,14,0,1
9500,1,1,118,115,0,1,0,0,19,0,7,9,6,12,0,0,8,9,7,12,0,1
9991,0,2,110,112,0,1,0,0,38,14,15,16,14,10,0,12,14,16,12,11,0,0
9003,1,19,133,119,0,0,0,0,27,0,6,6,0,0,0,0,6,7,0,0,0,0
171,1,1,162,152,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1
8014,0,1,155,117,0,1,0,0,34,0,6,6,4,13,0,0,6,6,0,0,0,2
9238,1,19,133,98,0,1,0,0,48,0,6,14,6,11,0,0,6,11,5,12,0,0
9670,1,1,150,108,0,1,0,0,25,0,5,6,1,11,0,0,5,5,0,0,0,0
9500,1,1,133,120,0,1,0,1,32,0,8,9,7,12,0,0,8,9,7,12,0,1
9773,1,1,154,150,0,1,0,1,18,0,6,6,6,14,0,0,6,6,6,14,0,1
8014,0,39,140,139,0,1,0,0,20,3,6,6,6,13,0,2,6,7,6,14,0,1
9147,1,1,158,130,0,1,0,0,20,0,5,8,4,11,0,0,5,7,5,10,0,1
171,1,1,122,115,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
9500,1,1,136,127,0,1,0,0,19,0,8,10,1,13,7,0,8,10,1,13,7,2
9991,0,9,133,118,0,1,0,0,39,0,5,9,0,0,0,0,5,5,2,12,0,0
9130,1,1,132,119,0,1,0,0,29,0,5,10,1,13,4,0,5,14,0,0,8,0
9991,0,1,130,111,0,1,0,0,36,0,5,5,0,0,0,0,5,5,0,0,0,0
9500,1,1,144,130,0,1,0,0,18,0,8,12,7,11,0,0,8,12,7,11,0,1
8014,0,12,133,135,0,1,0,0,51,0,6,12,0,0,0,1,6,11,0,0,1,0
9773,1,1,133,130,0,1,0,0,23,0,6,11,1,16,0,0,6,8,4,12,0,0
9085,1,1,150,150,0,1,0,0,21,0,6,0,0,0,0,0,6,0,0,0,0,0
9853,1,1,150,150,0,0,0,0,28,0,6,9,4,12,1,0,5,5,0,0,5,0
9991,0,1,110,127,0,1,0,0,34,0,5,9,4,11,0,0,5,10,4,10,1,2
8014,0,1,100,107,0,1,0,0,41,0,2,2,0,0,0,0,6,0,0,0,0,0
8014,0,3,100,130,0,1,0,1,43,0,6,7,5,12,0,0,6,6,6,12,0,1
9556,1,1,133,152,0,1,0,0,28,0,7,9,7,12,0,0,8,8,8,12,0,2
171,1,1,145,160,0,1,0,1,19,6,12,12,12,14,0,4,11,15,11,13,0,1
9003,1,1,130,140,0,1,0,0,26,6,12,13,6,13,0,4,12,14,11,13,0,1
9500,1,1,118,110,0,1,0,0,18,0,7,7,7,11,0,0,8,8,8,12,0,1
9853,1,1,133,138,0,1,0,0,45,0,7,12,4,10,0,0,7,10,3,13,0,0
9853,1,39,150,150,0,1,0,0,19,0,6,0,0,0,0,0,6,0,0,0,0,0
9670,1,1,113,112,0,1,0,0,20,0,6,9,6,12,0,0,6,7,6,13,0,1
9853,1,1,136,122,0,1,0,0,18,0,6,6,6,12,0,0,6,6,6,12,0,1
9085,1,1,140,141,0,1,0,0,27,0,6,13,3,10,0,0,6,19,1,12,0,0
9003,1,1,131,118,0,1,0,0,20,0,6,11,6,14,0,0,6,10,5,12,0,1
9085,1,1,138,128,0,1,0,0,18,0,6,7,6,14,0,0,6,12,6,13,0,1
9670,1,1,100,100,0,1,0,0,35,0,5,8,5,11,0,0,5,7,3,12,0,2
171,1,1,140,100,1,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
9238,1,1,120,125,0,1,0,1,39,0,6,7,6,14,0,0,6,7,5,14,0,1
171,1,1,139,124,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
9500,1,3,130,130,0,1,0,0,36,0,7,7,0,0,7,0,7,7,0,0,7,0
8014,0,3,110,160,0,1,0,0,38,8,11,11,11,12,0,5,8,8,8,11,0,1
9853,1,19,133,100,0,1,0,0,45,0,6,11,3,12,0,0,6,13,2,11,0,0
9254,1,1,133,103,0,1,0,0,62,0,6,7,6,15,0,0,6,10,6,12,0,1
9670,1,1,133,103,0,1,0,1,20,0,6,8,4,11,0,0,6,10,6,12,0,1
9500,1,1,139,131,0,1,0,0,18,0,8,8,7,14,0,0,8,8,7,14,0,1
9070,1,1,134,121,0,1,0,0,18,0,6,6,2,12,0,0,6,6,1,11,0,0
9991,0,3,160,137,0,1,0,0,23,0,5,5,5,10,0,0,5,9,4,11,0,1
9070,1,1,124,138,0,1,0,1,19,1,6,8,6,13,1,0,6,8,6,12,0,0
9147,1,1,137,131,0,1,0,1,19,0,5,7,5,13,0,0,5,5,5,12,0,1
9500,1,1,157,100,0,1,0,0,18,0,7,8,7,13,0,0,8,8,8,14,0,1
9500,1,1,138,133,0,1,0,0,18,0,8,8,0,0,5,0,8,8,0,0,5,2
8014,0,1,100,100,0,1,0,0,41,0,6,10,4,13,0,1,6,7,6,11,0,1
9670,1,1,130,159,0,1,0,1,51,0,6,8,5,11,0,0,6,9,5,14,0,1
9238,1,1,133,120,0,1,0,0,24,6,10,16,10,12,0,2,7,9,4,12,0,1
9991,0,3,120,134,0,1,0,0,25,0,5,14,1,11,0,0,5,11,2,12,4,0
9085,1,1,150,139,0,1,0,0,18,0,5,9,3,12,1,0,5,6,4,13,0,2
9147,1,1,128,116,0,1,0,0,20,0,5,8,4,11,0,0,5,10,3,12,0,1
171,1,1,124,113,1,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
9991,0,3,130,130,0,1,0,0,41,5,10,14,10,14,0,5,10,13,10,14,0,1
